"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Type/SEQ"
"302","195.179","0.00686867","0.00729133","04/25/23 08:58:13 +179286000 ns","195.1793","01 27 03 18 00 C3","<= Event 1 Status reply","27"
"303","195.219","0.00218767","0.0331693","04/25/23 08:58:13 +219324000 ns","195.2193","01 06","ACK =>",""
"304","195.572","0.00562467","0.350723","04/25/23 08:58:13 +572235000 ns","195.5722","01 16 02 00 EB","=> Static status query","16"
"305","195.587","0.00218767","0.00951833","04/25/23 08:58:13 +587378000 ns","195.5874","01 06","ACK <=",""
"306","195.597","0.0105137","0.00791633","04/25/23 08:58:13 +597482000 ns","195.5975","01 18 05 03 08 31 0C 03 EF","<= Static status reply","18"
"307","195.635","0.00218767","0.0273633","04/25/23 08:58:13 +635359000 ns","195.6354","01 06","ACK =>",""
"308","195.711","0.00562467","0.0736443","04/25/23 08:58:13 +711191000 ns","195.7112","01 27 02 6F B5","=> Event 1 Status query","27"
"309","195.731","0.00218667","0.0137763","04/25/23 08:58:13 +730592000 ns","195.7306","01 06","ACK <=",""
"310","195.735","0.00718767","0.00177133","04/25/23 08:58:13 +734550000 ns","195.7345","01 29 03 18 00 CD","<= Event 1 Status reply","29"
"311","195.779","0.00218767","0.0375773","04/25/23 08:58:13 +779315000 ns","195.7793","01 06","ACK =>",""
"312","196.107","0.00562467","0.325404","04/25/23 08:58:14 +106907000 ns","196.1069","01 18 02 00 E5","=> Static status query","18"
"313","196.12","0.00218667","0.00740933","04/25/23 08:58:14 +119941000 ns","196.1199","01 06","ACK <=",""
"314","196.129","0.0105207","0.00686833","04/25/23 08:58:14 +128996000 ns","196.129","01 1A 05 03 08 31 0C 03 ED","<= Static status reply","1A"
"315","196.258","0.00562467","0.118742","04/25/23 08:58:14 +258259000 ns","196.2583","01 29 02 6F BB","=> Event 1 Status query","29"
"316","196.277","0.00218667","0.0134373","04/25/23 08:58:14 +277321000 ns","196.2773","01 06","ACK <=",""
"317","196.34","0.0106247","0.0606183","04/25/23 08:58:14 +340126000 ns","196.3401","01 1A 05 03 08 31 0C 03 ED","<= Static status reply","1A"
"318","196.362","0.00218767","0.0114643","04/25/23 08:58:14 +362215000 ns","196.3622","01 06","ACK =>",""
"319","196.369","0.00677067","0.00468033","04/25/23 08:58:14 +369083000 ns","196.3691","01 2B 03 18 00 CF","<= Event 1 Status reply","2B"
"320","196.378","0.00218767","0.00209033","04/25/23 08:58:14 +377944000 ns","196.3779","01 06","ACK =>",""
"321","196.403","0.00218767","0.0230203","04/25/23 08:58:14 +403152000 ns","196.4032","01 06","ACK =>",""
"322","196.655","0.00562467","0.249683","04/25/23 08:58:14 +655023000 ns","196.655","01 1A 02 00 E7","=> Static status query","1A"
"323","196.668","0.00229167","0.00747333","04/25/23 08:58:14 +668121000 ns","196.6681","01 06","ACK <=",""
"324","196.677","0.0102087","0.00708333","04/25/23 08:58:14 +677496000 ns","196.6775","01 1C 05 03 08 31 0C 03 EB","<= Static status reply","1C"
"325","196.723","0.00218767","0.0356503","04/25/23 08:58:14 +723355000 ns","196.7234","01 06","ACK =>",""
"326","196.799","0.00562467","0.0733253","04/25/23 08:58:14 +798868000 ns","196.7989","01 2B 02 6F B9","=> Event 1 Status query","2B"
"327","196.811","0.00218667","0.00684933","04/25/23 08:58:14 +811342000 ns","196.8113","01 06","ACK <=",""
"328","196.82","0.00687467","0.00635433","04/25/23 08:58:14 +819883000 ns","196.8199","01 2D 03 18 00 C9","<= Event 1 Status reply","2D"
"329","196.971","0.00218767","0.144503","04/25/23 08:58:14 +971261000 ns","196.9713","01 06","ACK =>",""
"330","197.198","0.00562467","0.224683","04/25/23 08:58:15 +198132000 ns","197.1981","01 1C 02 00 E1","=> Static status query","1C"
"331","197.211","0.00218767","0.00734333","04/25/23 08:58:15 +211100000 ns","197.2111","01 06","ACK <=",""
"332","197.221","0.0104167","0.00770833","04/25/23 08:58:15 +220996000 ns","197.221","01 1E 05 03 08 31 0C 03 E9","<= Static status reply","1E"
"333","197.267","0.00218767","0.0357803","04/25/23 08:58:15 +267193000 ns","197.2672","01 06","ACK =>",""
"334","197.343","0.00562567","0.0736443","04/25/23 08:58:15 +343025000 ns","197.343","01 2D 02 6F BF","=> Event 1 Status query","2D"
"335","197.356","0.00229167","0.00692033","04/25/23 08:58:15 +355571000 ns","197.3556","01 06","ACK <=",""
"336","197.365","0.00697867","0.00739533","04/25/23 08:58:15 +365258000 ns","197.3653","01 2F 03 18 00 CB","<= Event 1 Status reply","2F"
"337","197.515","0.00218767","0.142973","04/25/23 08:58:15 +515210000 ns","197.5152","01 06","ACK =>",""
"338","197.767","0.00562567","0.24978","04/25/23 08:58:15 +767178000 ns","197.7672","01 1E 02 00 E3","=> Static status query","1E"
"339","197.78","0.00218767","0.00742133","04/25/23 08:58:15 +780225000 ns","197.7802","01 06","ACK <=",""
"340","197.789","0.0106187","0.00677033","04/25/23 08:58:15 +789183000 ns","197.7892","01 10 05 03 08 31 0C 03 E7","<= Static status reply","10"
"341","197.828","0.00218767","0.0277923","04/25/23 08:58:15 +827594000 ns","197.8276","01 06","ACK =>",""
"342","197.903","0.00562467","0.0736443","04/25/23 08:58:15 +903426000 ns","197.9034","01 2F 02 6F BD","=> Event 1 Status query","2F"
"343","197.918","0.00229167","0.00907533","04/25/23 08:58:15 +918126000 ns","197.9181","01 06","ACK <=",""
"344","197.928","0.00687467","0.00739633","04/25/23 08:58:15 +927814000 ns","197.9278","01 21 03 18 00 C5","<= Event 1 Status reply","21"
"345","197.971","0.00218767","0.0366523","04/25/23 08:58:15 +971341000 ns","197.9713","01 06","ACK =>",""
"346","198.324","0.00562467","0.350619","04/25/23 08:58:16 +324148000 ns","198.3241","01 10 02 00 ED","=> Static status query","10"
"347","198.337","0.00218767","0.00727833","04/25/23 08:58:16 +337051000 ns","198.3371","01 06","ACK <=",""
"348","198.346","0.0104167","0.00687533","04/25/23 08:58:16 +346114000 ns","198.3461","01 12 05 03 08 31 0C 03 E5","<= Static status reply","12"
"349","198.387","0.00218767","0.0307413","04/25/23 08:58:16 +387272000 ns","198.3873","01 06","ACK =>",""
"350","198.438","0.00562467","0.0484303","04/25/23 08:58:16 +437890000 ns","198.4379","01 21 02 6F B3","=> Event 1 Status query","21"
"351","198.45","0.00218667","0.00696633","04/25/23 08:58:16 +450481000 ns","198.4505","01 06","ACK <=",""
"352","198.459","0.00718767","0.00635433","04/25/23 08:58:16 +459022000 ns","198.459","01 23 03 18 00 C7","<= Event 1 Status reply","23"
"353","198.499","0.00218767","0.0328243","04/25/23 08:58:16 +499034000 ns","198.499","01 06","ACK =>",""
"354","198.877","0.00562467","0.375931","04/25/23 08:58:16 +877153000 ns","198.8772","01 12 02 00 EF","=> Static status query","12"
"355","198.89","0.00239567","0.00735733","04/25/23 08:58:16 +890135000 ns","198.8901","01 06","ACK <=",""
"356","198.9","0.0103127","0.00697833","04/25/23 08:58:16 +899509000 ns","198.8995","01 14 05 03 08 31 0C 03 E3","<= Static status reply","14"
"357","199.026","0.00562467","0.116287","04/25/23 08:58:17 +26109000 ns","199.0261","01 23 02 6F B1","=> Event 1 Status query","23"
"358","199.043","0.00249967","0.0109963","04/25/23 08:58:17 +42730000 ns","199.0427","01 06","ACK <=",""
"359","199.115","0.0103127","0.0700963","04/25/23 08:58:17 +115326000 ns","199.1153","01 14 05 03 08 31 0C 03 E3","<= Static status reply","14"
"360","199.155","0.00218767","0.0297383","04/25/23 08:58:17 +155377000 ns","199.1554","01 06","ACK =>",""
"361","199.166","0.00677167","0.00827433","04/25/23 08:58:17 +165839000 ns","199.1658","01 25 03 18 00 C1","<= Event 1 Status reply","25"
"362","199.203","0.00218767","0.0305783","04/25/23 08:58:17 +203189000 ns","199.2032","01 06","ACK =>",""
"363","199.43","0.00562467","0.224781","04/25/23 08:58:17 +430158000 ns","199.4302","01 14 02 00 E9","=> Static status query","14"
"364","199.445","0.00218767","0.00941433","04/25/23 08:58:17 +445197000 ns","199.4452","01 06","ACK <=",""
"365","199.455","0.0105147","0.00749933","04/25/23 08:58:17 +454884000 ns","199.4549","01 16 05 03 08 31 0C 03 E1","<= Static status reply","16"
"366","199.586","0.00562467","0.120694","04/25/23 08:58:17 +586093000 ns","199.5861","01 25 02 6F B7","=> Event 1 Status query","25"
"367","199.605","0.00218767","0.0128383","04/25/23 08:58:17 +604556000 ns","199.6046","01 06","ACK <=",""
"368","199.663","0.0106177","0.0564573","04/25/23 08:58:17 +663201000 ns","199.6632","01 16 05 03 08 31 0C 03 E1","<= Static status reply","16"
"369","199.794","0.00218767","0.120291","04/25/23 08:58:17 +794110000 ns","199.7941","01 06","ACK =>",""
"370","199.798","0.00718767","0.00178333","04/25/23 08:58:17 +798081000 ns","199.7981","01 27 03 18 00 C3","<= Event 1 Status reply","27"
"371","199.818","0.00218667","0.0124873","04/25/23 08:58:17 +817756000 ns","199.8177","01 06","ACK =>",""
"372","199.843","0.00218767","0.0232293","04/25/23 08:58:17 +843172000 ns","199.8432","01 06","ACK =>",""
"373","199.969","0.00562567","0.123851","04/25/23 08:58:17 +969211000 ns","199.9692","01 16 02 00 EB","=> Static status query","16"
"374","199.982","0.00218767","0.00740133","04/25/23 08:58:17 +982238000 ns","199.9822","01 06","ACK <=",""
"375","199.991","0.0102087","0.00686833","04/25/23 08:58:17 +991294000 ns","199.9913","01 18 05 03 08 31 0C 03 EF","<= Static status reply","18"
"376","200.035","0.00218667","0.0335413","04/25/23 08:58:18 +35044000 ns","200.035","01 06","ACK =>",""
"377","200.111","0.00561867","0.0735403","04/25/23 08:58:18 +110771000 ns","200.1108","01 27 02 6F B5","=> Event 1 Status query","27"
"378","200.123","0.00218767","0.00697933","04/25/23 08:58:18 +123369000 ns","200.1234","01 06","ACK <=",""
"379","200.132","0.00687467","0.00645833","04/25/23 08:58:18 +132015000 ns","200.132","01 29 03 18 00 CD","<= Event 1 Status reply","29"
"380","200.279","0.00218767","0.140205","04/25/23 08:58:18 +279095000 ns","200.2791","01 06","ACK =>",""
"381","200.53","0.00562467","0.249058","04/25/23 08:58:18 +530341000 ns","200.5303","01 18 02 00 E5","=> Static status query","18"
"382","200.543","0.00218667","0.00737033","04/25/23 08:58:18 +543336000 ns","200.5433","01 06","ACK <=",""
"383","200.552","0.0102077","0.00677133","04/25/23 08:58:18 +552294000 ns","200.5523","01 1A 05 03 08 31 0C 03 ED","<= Static status reply","1A"
"384","200.595","0.00218767","0.0327343","04/25/23 08:58:18 +595236000 ns","200.5952","01 06","ACK =>",""
"385","200.646","0.00562467","0.0484363","04/25/23 08:58:18 +645860000 ns","200.6459","01 29 02 6F BB","=> Event 1 Status query","29"
"386","200.665","0.00218767","0.0136133","04/25/23 08:58:18 +665098000 ns","200.6651","01 06","ACK <=",""
"387","200.669","0.00718767","0.00166633","04/25/23 08:58:18 +668952000 ns","200.6689","01 2B 03 18 00 CF","<= Event 1 Status reply","2B"
"388","200.707","0.00218767","0.0309693","04/25/23 08:58:18 +707109000 ns","200.7071","01 06","ACK =>",""
"389","201.06","0.00562467","0.350612","04/25/23 08:58:19 +59909000 ns","201.0599","01 1A 02 00 E7","=> Static status query","1A"
"390","201.072","0.00218767","0.00692733","04/25/23 08:58:19 +72461000 ns","201.0725","01 06","ACK <=",""
"391","201.082","0.0103117","0.00718733","04/25/23 08:58:19 +81836000 ns","201.0818","01 1C 05 03 08 31 0C 03 EB","<= Static status reply","1C"
"392","201.123","0.00218767","0.0308853","04/25/23 08:58:19 +123033000 ns","201.123","01 06","ACK =>",""
"393","201.199","0.00562467","0.0734363","04/25/23 08:58:19 +198657000 ns","201.1987","01 2B 02 6F B9","=> Event 1 Status query","2B"
"394","201.213","0.00218667","0.00858733","04/25/23 08:58:19 +212869000 ns","201.2129","01 06","ACK <=",""
"395","201.223","0.00677067","0.00760433","04/25/23 08:58:19 +222660000 ns","201.2227","01 2D 03 18 00 C9","<= Event 1 Status reply","2D"
"396","201.267","0.00218767","0.0376623","04/25/23 08:58:19 +267093000 ns","201.2671","01 06","ACK =>",""
"397","201.62","0.00562467","0.350931","04/25/23 08:58:19 +620212000 ns","201.6202","01 1C 02 00 E1","=> Static status query","1C"
"398","201.633","0.00218767","0.00731133","04/25/23 08:58:19 +633148000 ns","201.6331","01 06","ACK <=",""
"399","201.642","0.0103127","0.00687433","04/25/23 08:58:19 +642210000 ns","201.6422","01 1E 05 03 08 31 0C 03 E9","<= Static status reply","1E"
"400","201.683","0.00218767","0.0302923","04/25/23 08:58:19 +682815000 ns","201.6828","01 06","ACK =>",""
"401","201.759","0.00562567","0.0737483","04/25/23 08:58:19 +758751000 ns","201.7588","01 2D 02 6F BF","=> Event 1 Status query","2D"
"402","201.775","0.00239567","0.0109433","04/25/23 08:58:19 +775320000 ns","201.7753","01 06","ACK <=",""
"403","201.785","0.00697867","0.00739633","04/25/23 08:58:19 +785112000 ns","201.7851","01 2F 03 18 00 CB","<= Event 1 Status reply","2F"
"404","201.827","0.00218767","0.0350903","04/25/23 08:58:19 +827181000 ns","201.8272","01 06","ACK =>",""
"405","202.154","0.00562467","0.324994","04/25/23 08:58:20 +154363000 ns","202.1544","01 1E 02 00 E3","=> Static status query","1E"
"406","202.167","0.00218767","0.00738933","04/25/23 08:58:20 +167377000 ns","202.1674","01 06","ACK <=",""
"407","202.176","0.0106187","0.00677033","04/25/23 08:58:20 +176335000 ns","202.1763","01 10 05 03 08 31 0C 03 E7","<= Static status reply","10"
"408","202.302","0.00562467","0.115115","04/25/23 08:58:20 +302069000 ns","202.3021","01 2F 02 6F BD","=> Event 1 Status query","2F"
"409","202.321","0.00218767","0.0133133","04/25/23 08:58:20 +321007000 ns","202.321","01 06","ACK <=",""
"410","202.394","0.0103117","0.0710343","04/25/23 08:58:20 +394229000 ns","202.3942","01 10 05 03 08 31 0C 03 E7","<= Static status reply","10"
"411","202.435","0.00218767","0.0303383","04/25/23 08:58:20 +434879000 ns","202.4349","01 06","ACK =>",""
"412","202.445","0.00677067","0.00747433","04/25/23 08:58:20 +444541000 ns","202.4445","01 21 03 18 00 C5","<= Event 1 Status reply","21"
"413","202.483","0.00218767","0.0315873","04/25/23 08:58:20 +482899000 ns","202.4829","01 06","ACK =>",""
"414","202.71","0.00562467","0.224885","04/25/23 08:58:20 +709972000 ns","202.71","01 10 02 00 ED","=> Static status query","10"
"415","202.724","0.00218667","0.00850333","04/25/23 08:58:20 +724100000 ns","202.7241","01 06","ACK <=",""
"416","202.734","0.0105207","0.00750033","04/25/23 08:58:20 +733787000 ns","202.7338","01 12 05 03 08 31 0C 03 E5","<= Static status reply","12"
"417","202.771","0.00218767","0.0263923","04/25/23 08:58:20 +770700000 ns","202.7707","01 06","ACK =>",""
"418","202.847","0.00562567","0.0736443","04/25/23 08:58:20 +846532000 ns","202.8465","01 21 02 6F B3","=> Event 1 Status query","21"
"419","202.859","0.00218767","0.00693333","04/25/23 08:58:20 +859091000 ns","202.8591","01 06","ACK <=",""
"420","202.868","0.00697967","0.00635333","04/25/23 08:58:20 +867632000 ns","202.8676","01 23 03 18 00 C7","<= Event 1 Status reply","23"
"421","203.015","0.00218767","0.140459","04/25/23 08:58:21 +15071000 ns","203.0151","01 06","ACK =>",""
"422","203.242","0.00562467","0.224579","04/25/23 08:58:21 +241838000 ns","203.2418","01 12 02 00 EF","=> Static status query","12"
"423","203.254","0.00218667","0.00690833","04/25/23 08:58:21 +254371000 ns","203.2544","01 06","ACK <=",""
"424","203.264","0.0105207","0.00750033","04/25/23 08:58:21 +264058000 ns","203.2641","01 14 05 03 08 31 0C 03 E3","<= Static status reply","14"
"425","203.39","0.00562467","0.11559","04/25/23 08:58:21 +390169000 ns","203.3902","01 23 02 6F B1","=> Event 1 Status query","23"
"426","203.402","0.00260467","0.00658833","04/25/23 08:58:21 +402382000 ns","203.4024","01 06","ACK <=",""
"427","203.472","0.0106247","0.0674923","04/25/23 08:58:21 +472479000 ns","203.4725","01 14 05 03 08 31 0C 03 E3","<= Static status reply","14"
"428","203.602","0.00218767","0.11893","04/25/23 08:58:21 +602034000 ns","203.602","01 06","ACK =>",""
"429","203.606","0.00697967","0.00220633","04/25/23 08:58:21 +606428000 ns","203.6064","01 25 03 18 00 C1","<= Event 1 Status reply","25"
"430","203.626","0.00218667","0.0124803","04/25/23 08:58:21 +625888000 ns","203.6259","01 06","ACK =>",""
"431","203.651","0.00218667","0.0230213","04/25/23 08:58:21 +651096000 ns","203.6511","01 06","ACK =>",""
"432","203.802","0.00562567","0.148643","04/25/23 08:58:21 +801926000 ns","203.8019","01 14 02 00 E9","=> Static status query","14"
"433","203.817","0.00229167","0.00958933","04/25/23 08:58:21 +817141000 ns","203.8171","01 06","ACK <=",""
"434","203.827","0.0105207","0.00729133","04/25/23 08:58:21 +826724000 ns","203.8267","01 16 05 03 08 31 0C 03 E1","<= Static status reply","16"
"435","203.95","0.00562467","0.1127","04/25/23 08:58:21 +949945000 ns","203.95","01 25 02 6F B7","=> Event 1 Status query","25"
"436","203.962","0.00218767","0.00686833","04/25/23 08:58:21 +962438000 ns","203.9624","01 06","ACK <=",""
"437","204.035","0.0106247","0.0704153","04/25/23 08:58:22 +35041000 ns","204.035","01 16 05 03 08 31 0C 03 E1","<= Static status reply","16"
"438","204.058","0.00218767","0.0118813","04/25/23 08:58:22 +57547000 ns","204.0575","01 06","ACK =>",""
"439","204.068","0.00677067","0.00821633","04/25/23 08:58:22 +67951000 ns","204.0679","01 27 03 18 00 C3","<= Event 1 Status reply","27"
"440","204.09","0.00218767","0.0151163","04/25/23 08:58:22 +89838000 ns","204.0898","01 06","ACK =>",""
"441","204.115","0.00218767","0.0232283","04/25/23 08:58:22 +115254000 ns","204.1152","01 06","ACK =>",""
"442","204.343","0.00562467","0.225094","04/25/23 08:58:22 +342536000 ns","204.3425","01 16 02 00 EB","=> Static status query","16"
"443","204.362","0.00218767","0.0139383","04/25/23 08:58:22 +362099000 ns","204.3621","01 06","ACK <=",""
"444","204.373","0.0106247","0.00863933","04/25/23 08:58:22 +372926000 ns","204.3729","01 18 05 03 08 31 0C 03 EF","<= Static status reply","18"
"445","204.419","0.00218667","0.0353383","04/25/23 08:58:22 +418889000 ns","204.4189","01 06","ACK =>",""
"446","204.495","0.00562567","0.0734363","04/25/23 08:58:22 +494512000 ns","204.4945","01 27 02 6F B5","=> Event 1 Status query","27"
"447","204.508","0.00218667","0.00757133","04/25/23 08:58:22 +507709000 ns","204.5077","01 06","ACK <=",""
"448","204.517","0.00687467","0.00750033","04/25/23 08:58:22 +517396000 ns","204.5174","01 29 03 18 00 CD","<= Event 1 Status reply","29"
"449","204.663","0.00218767","0.138676","04/25/23 08:58:22 +662947000 ns","204.6629","01 06","ACK =>",""
"450","204.889","0.00562467","0.224058","04/25/23 08:58:22 +889193000 ns","204.8892","01 18 02 00 E5","=> Static status query","18"
"451","204.909","0.00218767","0.0137953","04/25/23 08:58:22 +908613000 ns","204.9086","01 06","ACK <=",""
"452","204.919","0.0107297","0.00854133","04/25/23 08:58:22 +919342000 ns","204.9193","01 1A 05 03 08 31 0C 03 ED","<= Static status reply","1A"

